,topic0,topic1,topic2,topic3,topic4,topic5,topic6,project,date
CodeIgniter-tags_2008-01,0.14342760281865505,0.14322068804195595,0.14329694568092607,0.14334400488900867,2679.1400503296554,0.14329607887653567,0.14336434977327714,CodeIgniter,2008-01
CodeIgniter-tags_2007-06,0.14339236512851103,0.1432355118227073,0.14333814941245868,0.14337483778639942,2254.140033071911,0.14329936540900273,0.143326698315826,CodeIgniter,2007-06
CodeIgniter-tags_2008-06,0.14321948662495795,0.14318310697015318,0.14323529409919672,0.14321222758157623,3554.140697883023,0.143194064676493,0.14325793672980167,CodeIgniter,2008-06
CodeIgniter-tags_2015-01,0.14343835945325012,78.67661527743043,0.14341443998723918,0.1433920230717253,4504.606353756342,0.14342399184262508,0.14336215129439267,CodeIgniter,2015-01
CodeIgniter-tags_2015-06,0.14344720651075885,84.50427236856605,0.14345887943446867,0.1434034348421195,4467.778553826368,0.14347192131475717,0.14339236238031522,CodeIgniter,2015-06
CodeIgniter-tags_2007-01,0.14338499157845663,0.14323537178268306,0.14333643299260762,0.14337212594838838,2238.1400438215032,0.14330170949197482,0.14332554649141088,CodeIgniter,2007-01
CodeIgniter-tags_2010-01,0.14316613373502368,0.14317520480180843,0.1432883526322991,0.14321170564977198,3930.140744403533,0.14319227031297763,0.14322192901185815,CodeIgniter,2010-01
CodeIgniter-tags_2011-01,0.14323934347714445,0.14320262774034742,0.14327349269631406,0.1432410688897492,4293.140560611687,0.14323123631528953,0.14325161880983772,CodeIgniter,2011-01
CodeIgniter-tags_2013-01,0.14341110998136095,0.14338942926194206,0.14346749642191312,0.1433268171400263,4302.139598984547,0.1434559416460894,0.14335022053496707,CodeIgniter,2013-01
mean-tags_2014-06,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,mean,2014-06
mean-tags_2016-01,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,mean,2016-01
mean-tags_2013-06,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,mean,2013-06
mean-tags_2014-01,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,mean,2014-01
mean-tags_2015-01,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,mean,2015-01
mean-tags_2015-06,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,mean,2015-06
cakephp-tags_2014-06,421.14096634348346,0.14326871753794643,0.1432743080647259,0.14308410329220236,0.143183286530901,0.14317382130542983,0.1430494197578775,cakephp,2014-06
cakephp-tags_2012-01,419.14135827935326,0.14320951704440565,0.1431306890740253,0.1430794469237572,0.1431417931804682,0.14303997138613242,0.14304030301495207,cakephp,2012-01
cakephp-tags_2006-06,476.14102793723094,0.14327474185869044,0.1432048327348073,0.14310280412172083,0.143222721443935,0.1430972824608733,0.14306968011766383,cakephp,2006-06
cakephp-tags_2016-01,419.14136115824476,0.14320709594784997,0.14313068876679866,0.14307944682626822,0.14314133673695156,0.14303997051081302,0.14304030294402267,cakephp,2016-01
cakephp-tags_2013-06,420.14095600129184,0.14327547652404404,0.14327532390707,0.1430846505566857,0.1431840768921145,0.14317458823904572,0.14304988256199164,cakephp,2013-06
cakephp-tags_2005-06,406.14063092808846,0.1434869237947419,0.14333821209667708,0.1431055116791099,0.1432379680431416,0.14312307749182737,0.14307737876390886,cakephp,2005-06
cakephp-tags_2014-01,419.14136115824476,0.14320709594784997,0.14313068876679866,0.14307944682626822,0.14314133673695156,0.14303997051081302,0.14304030294402267,cakephp,2014-01
cakephp-tags_2010-06,450.1411671254932,0.14324957788431802,0.14315962941179503,0.14309241908584436,0.14320652590548089,0.14308264900403447,0.14304207318938317,cakephp,2010-06
cakephp-tags_2009-06,466.141043437883,0.14325247152912163,0.14317898708022012,0.1431005892640959,0.14325534445611837,0.14311171978765913,0.1430574499700494,cakephp,2009-06
cakephp-tags_2009-01,466.141043437883,0.14325247152912163,0.14317898708022012,0.1431005892640959,0.14325534445611837,0.14311171978765913,0.1430574499700494,cakephp,2009-01
cakephp-tags_2011-06,431.1413934840136,0.1432054815846494,0.1431144713119849,0.14307706672854986,0.14313618809045636,0.14303483044382426,0.14303847780426288,cakephp,2011-06
cakephp-tags_2012-06,419.14136115824476,0.14320709594784997,0.14313068876679866,0.14307944682626822,0.14314133673695156,0.14303997051081302,0.14304030294402267,cakephp,2012-06
cakephp-tags_2008-01,463.1410583277075,0.1432556578830168,0.1431798491412632,0.1430932556057024,0.1432423642891634,0.14311236726343265,0.143058178082708,cakephp,2008-01
cakephp-tags_2007-06,478.14103704910156,0.1432716294050761,0.1432033511663031,0.14310176265540156,0.14322116223936887,0.14309626480998341,0.14306878059058256,cakephp,2007-06
cakephp-tags_2006-01,417.14117298828415,0.14326658861640548,0.14317607405894564,0.14308240053892052,0.1431672319825636,0.14306724928803272,0.14306746720352764,cakephp,2006-01
cakephp-tags_2008-06,465.1410447532538,0.14325178768781616,0.14317843844431216,0.1431007664293037,0.14325569163362087,0.1431112584515009,0.14305730406984898,cakephp,2008-06
cakephp-tags_2015-01,419.14136115824476,0.14320709594784997,0.14313068876679866,0.14307944682626822,0.14314133673695156,0.14303997051081302,0.14304030294402267,cakephp,2015-01
cakephp-tags_2015-06,419.14136115824476,0.14320709594784997,0.14313068876679866,0.14307944682626822,0.14314133673695156,0.14303997051081302,0.14304030294402267,cakephp,2015-06
cakephp-tags_2007-01,476.14102793723094,0.14327474185869044,0.1432048327348073,0.14310280412172083,0.143222721443935,0.1430972824608733,0.14306968011766383,cakephp,2007-01
cakephp-tags_2010-01,446.1411305025481,0.1432840937763217,0.14316191777291903,0.14308858655457554,0.14320701283550408,0.14308413661682337,0.14304374987284454,cakephp,2010-01
cakephp-tags_2011-01,431.14131818588146,0.14327332120696973,0.14311447402908636,0.14308216936281826,0.14313853547840935,0.14303483492524052,0.14303847909153727,cakephp,2011-01
cakephp-tags_2013-01,382.14136702960275,0.14321806963386474,0.14312816946498133,0.14305549617610236,0.14314522402587207,0.1430453403642239,0.1430406707121335,cakephp,2013-01
django-tags_2014-06,0.1433900829529795,0.14330023750873072,0.1433227134504205,2039.1400257572398,0.14330016886653463,0.14338599330421342,0.1432750464633252,django,2014-06
django-tags_2012-01,0.1433088491264138,0.14324599720375453,0.14329185713373221,1961.1403506625013,0.1432549856154243,0.14327718123284228,0.143270467014779,django,2012-01
django-tags_2006-06,0.14336382864781214,0.1434601581587989,14.869082587150931,2036.4139748951766,0.14335913785636373,0.14335803862725818,0.14340135411523802,django,2006-06
django-tags_2016-01,0.14342858048464996,0.14330221272575616,0.1433213240812799,2060.139989777424,0.14329907995975188,0.14338394839426133,0.1432750767129022,django,2016-01
django-tags_2013-06,0.14340584647318255,0.14327320280900016,0.14333225338413053,1982.1400878065242,0.14330440537395825,0.14333823882663732,0.1432582464254859,django,2013-06
django-tags_2014-01,0.1433568815774865,0.14326986464302596,0.1433230354981679,2033.1401731917886,0.14330089598203138,0.14332284225727873,0.14325328806609516,django,2014-01
django-tags_2010-06,0.14329967325791151,0.14328305497381072,0.1433088576624348,1653.1401897859803,0.14319674122900225,0.14327610491463494,0.14344578182422985,django,2010-06
django-tags_2009-06,0.14326701843014508,0.14327122698256728,0.14328313520723876,1674.1403643751669,0.14319084095756926,0.14326329709718527,0.14336010601206955,django,2009-06
django-tags_2009-01,0.14321726389877576,0.1432389026583572,0.14327261594151272,1616.1405405581615,0.14317467443852133,0.1432058585643143,0.14335012620004103,django,2009-01
django-tags_2011-06,0.14332463735488815,0.1432438956454997,0.1432541592315429,1941.1403909053563,0.14322960771074453,0.1432836744235674,0.14327312010714063,django,2011-06
django-tags_2012-06,0.14332735521842216,0.14325124737687608,0.14330396531405737,2005.1402314047311,0.14327712126367564,0.1433310370756645,0.1432778688375768,django,2012-06
django-tags_2008-01,0.14324326761957704,0.14322257725364712,0.14329392095208196,1832.1404927014632,0.14324973788965883,0.14323899945881965,0.14325879520795762,django,2008-01
django-tags_2007-06,0.14324326761957704,0.14322257725364712,0.14329392095208196,1832.1404927014632,0.14324973788965883,0.14323899945881965,0.14325879520795762,django,2007-06
django-tags_2006-01,0.14333504297208116,0.14342886607423408,14.605858418227191,1996.6773060334938,0.14333817491066012,0.1433411200857899,0.14339234399822293,django,2006-01
django-tags_2008-06,0.14319493075413015,0.1432144046824393,0.14326969745180654,1511.1406528619661,0.143178277492877,0.1432105253065864,0.1432793022223733,django,2008-06
django-tags_2015-01,0.14339430656014135,0.1432997833327653,0.14332234168228436,2047.1400230681606,0.1432989900633419,0.1433853986295308,0.14327611135619062,django,2015-01
django-tags_2015-06,0.14346073284460434,0.14330443400026396,0.14332312609984754,2050.1399499784425,0.1432992655509404,0.14338608586114346,0.14327637698676507,django,2015-06
django-tags_2007-01,0.1432466837622303,0.14321726210160932,0.14328948324320762,1816.140507845953,0.14324181222064056,0.14324073930002,0.143256173264877,django,2007-01
django-tags_2010-01,0.14328115455197482,0.14327638134835918,0.14330536171119282,1618.140223478424,0.1431989189047289,0.14327278942404223,0.1434419154801529,django,2010-01
django-tags_2011-01,0.14332073177570592,0.14325059367234333,0.14327804343807618,1908.1403525218298,0.14322986278389918,0.14328039092535766,0.14328785539984415,django,2011-01
django-tags_2013-01,0.14334355331004348,0.14326545467965715,0.1433325728284842,2057.1401587113514,0.1433031879371248,0.14333023808399162,0.14326628161486316,django,2013-01
