index,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,project,date
flask,0.0500000009871669,0.050000001184277894,0.05000000087957903,611.0073938779678,0.050000000969202006,0.05000000096844764,72.72171802691435,2668.2477494923714,10.92028342002624,3134.6021749909273,0.05000000108518244,2.270295421822389,82.37739871984637,0.050000001102180676,3448.0926094717124,0.050000000000093206,0.0500000007380238,0.050000001169602216,0.050000000831783506,4228.210376561155,flask,2016-01
frappe,0.05000000099266584,427.8970048095579,0.05000000121761993,678.85742303,477.80399286626556,0.05000000077911157,0.050000000845272334,4427.6378644493525,13354.301352567707,40823.634649568965,0.050000000863758096,0.050000001128820616,0.05000000105724742,0.050000000953814835,540.5386888116867,0.05000000000012249,0.05000000079281035,0.05000000143924224,0.05000000122610248,4268.7290238610385,frappe,2016-01
godot,0.05000000107440981,554913.0359836965,4011.774894220989,0.05000000108530656,0.050000001144948916,5.046949405591769,2750.3323153036963,0.050000001097558255,0.050000001057140246,0.050000001053907873,38.73078531998161,0.05000000105137585,0.05000000115435665,0.0500000011829144,0.050000001150638934,0.05000000000008633,8265.65742354738,2380.771648263305,0.0500000012082893,0.05000000113129663,godot,2016-01
golearn,2526.975545419814,2070.3805133879887,0.05000000088527373,0.05000000109930148,0.05000000113593225,0.0500000010834983,16.122249306551506,0.050000001144062535,0.050000001204925384,0.050000001115285055,0.05000000111689281,118.32471294591787,3559.4168018720475,0.050000001162465224,0.05000000099938135,0.05000000000000232,4973.145596969675,0.05000000049216353,1630.8341619292796,634.2004181516263,golearn,2016-01
h2o-2,0.05000000119765117,172.27939729510055,0.05000000124537048,3.943466540209749,0.05000000120202781,0.05000000121896458,4.725591980695332,2138.939384795637,0.05000000121437738,244.64323900322458,9.237227490762157,3.9498430346469955,156614.05282796544,418.13360558294465,66.42475205228965,0.05000000000009227,11577.96851965427,0.050000001464017216,0.05000000122648288,37.30214452761762,h2o,2016-01
hextris,5554.305246914974,0.05000000109053341,0.05000000115706393,207.6344955396386,244.91341623117842,0.050000001153006776,0.0500000011117149,0.050000001020735076,76.97655961889019,0.05000000123047954,194.92438740154245,0.050000001095127346,485.40381968785556,0.05000000098209813,0.050000001150726364,0.050000000000108555,0.050000000942165376,40.05453327278928,0.0500000011605177,16.187541318280655,hextris,2016-01
jmonkeyengine,0.0500000011328135,9811.310365315334,440988.0415735746,0.05000000115219149,273.2872249146406,0.050000001205937554,0.05000000116059146,42.387063045801916,0.05000000122165873,8.47175327224778,2733.514662676816,0.05000000116387982,15.198391044384085,0.050000001163444635,9.188965942113647,0.05000000000005219,0.05000000117998075,0.05000000126194043,0.05000000116736418,0.050000001218234544,jmonkeyengine,2016-01
jubatus,0.050000001116182254,2502.2668017096767,0.05000000091776218,0.050000000898877496,0.05000000117488193,0.05000000096834366,0.050000000843482516,922.502255406464,0.05000000117015393,0.05000000086410974,469.9829042056033,0.050000000837732386,2276.771700012291,18.421816703529895,8397.563336969884,0.05000000000000018,5334.739347975464,0.050000000216730456,0.05000000093065718,0.1518370012768459,jubatus,2016-01
kartograph.js,8895.784996771878,770.24899822379,216.88498101630492,0.05000000108254964,105.58163337614586,0.050000001038643944,262.6832341490926,0.050000001182371696,844.4037246243699,0.05000000100210703,202.27368204347914,0.050000001049685494,0.05000000099473253,0.05000000112418329,0.05000000110112292,0.05000000000009199,928.4067046498063,119.68946009085094,2283.542585038789,0.05000000114456944,kartograph.js,2016-01
keras,63.711206560671755,0.05000000088439751,0.05000000102058662,0.05000000091967208,0.050000000899609924,0.0500000009329377,3672.4771027511706,0.050000000831974235,0.0500000009806339,422.94240141349513,0.05000000104122336,77.00651659113701,0.050000001153072994,0.05000000076290638,2600.8511272709375,0.05000000000000432,24787.33126834991,0.05000000022606325,333.03037704055345,0.050000001179550585,keras,2016-01
laravel,0.05000000109750432,328.10730839889396,0.050000001194902985,373.9954349732182,0.05000000104143032,0.05000000122252079,0.050000001174591226,483.4733298300503,148.08460945652405,123.20008199154118,0.050000001210153265,947.5504184435885,219.37011855758766,0.050000000735277654,1494.1941047200564,0.050000000000050795,0.05000000094109682,29.32353517979447,0.050000000923484327,2989.2010584349355,laravel,2016-01
leo-editor,47.50780342676998,0.05000000121070783,12.950506050126526,324497.7100265602,0.05000000115506312,2137.1332368865424,372.24119424517517,2148.614334187608,1167.711003596096,3086.190153545549,162.01190600086875,2161.7516858239237,0.05000000119840893,0.05000000127634284,151.83928805935966,0.05000000000007389,476.2165812630631,147.82355796985053,0.05000000128561491,4965.998722237246,leo,2016-01
libgdx,155.53238619179496,59.561966314921484,494086.18926435185,3550.4569197113597,222.8836610465457,14.412485094044255,7816.008357336646,14441.760961727121,32.233093599937405,0.05000000115669104,12.945941750287076,0.05000000121443887,1020.7228425012281,1081.7886872569516,120.76672382930133,0.05000000000009375,1678.7010728196626,2333.1457638480497,1991.689872390041,0.05000000117512771,libgdx,2016-01
mahout,0.050000001001791985,0.05000000116414338,42.761024350250274,0.05000000117096536,0.05000000111385963,0.050000001109883355,0.05000000099037769,48350.78524675608,0.050000001065034834,0.05000000120441477,0.05000000121754062,0.050000001073040645,6154.030462694994,0.0500000012677866,0.050000001049722985,0.05000000000013493,235173.62326607775,0.050000002002285326,0.050000001262679,0.05000000101577636,mahout,2016-01
matplotlib,5963.753443877787,60.93845291285319,372.7304218778636,9983.019269792258,0.05000000119449792,8102.9555487367015,153439.0490496803,0.050000001152282675,412.2156202879311,2856.4690929505114,1235.7433941106185,30.290349230819892,1198.2212001935347,63.18288574220823,2249.7881885123143,0.05000000000009006,689.4111596360125,836.641422004274,2904.3166482781253,284.1238520253212,matplotlib,2016-01
mean,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,mean,2016-01
meteor,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,meteor,2016-01
metrics-graphics,9320.222966553689,0.05000000096868268,0.05000000110251841,612.7380778097242,0.05000000106752769,0.05000000119103598,366.3035564875695,0.050000001156331186,25.042095107376564,0.05000000105564694,0.05000000107024022,16055.733205949651,3.043550065814509,0.05000000103076423,0.05000000096669451,0.05000000000008109,0.05000000113037238,112.51552869263752,9433.786210010894,6.06480929548251,metrics,2016-01
modestmaps-js,20914.134925967224,0.05000000104677081,0.050000001193098886,0.050000001045357505,0.05000000120424159,2478.6107495365295,427.47125971566163,137.11498231634116,640.3194768726388,0.050000001031596096,0.05000000120933974,0.05000000095557941,0.0500000011903442,0.05000000109191771,0.05000000111942938,0.05000000000007101,0.05000000126844285,17.648605565300475,0.05000000116067213,0.05000000106002943,modestmaps,2016-01
mxnet,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,mxnet,2016-01
neon,738.2271493656121,1946.5221111229741,55.83731935854117,0.050000001144760726,501.42869680429027,0.05000000118611386,9757.652969708088,634.451659300273,0.05000000115393863,0.05000000109637637,85.09250262819377,0.05000000113236006,0.05000000117178885,0.05000000090918858,3435.134430671061,0.05000000000000517,36081.83500038746,0.0500000003194664,341.3181606212094,0.05000000107853437,neon,2016-01
neovim,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,neovim,2016-01
nupic,0.050000001152848715,103.51129189329963,0.050000001103611136,1141.7234454417783,0.09152452006971523,1.7548316059326783,181001.02168980532,6.583376029909469,11.545745435943958,44659.08635565101,3985.556382611401,476.20824357905497,34970.235171555185,0.050000001043017474,38.42175274035858,0.05000000000005469,51036.49002536233,0.050000000968008905,241.4701636206047,0.050000001179733314,nupic,2016-01
openage,0.050000001199624486,2149.6738323428713,1447.888291263018,664.2817703315907,406.8058840398741,1672.3054955252103,414.2848133829817,0.05000000122237764,83.82135188197437,0.05000000112266108,11624.790318833848,0.05000000116444515,1133.6893700400012,419.3120827310994,0.05000000117819465,0.05000000000007852,0.05000000109478311,343.7204835002587,922.0263061090337,0.050000001220523574,openage,2016-01
oryx,0.05000000079701071,0.050000001066294424,0.05000000112570269,0.05000000079888125,0.05000000102996475,0.05000000097301254,0.050000000891789693,19235.117063445367,0.05000000095254096,0.05000000118509746,0.05000000118874954,0.05000000090474848,8766.135278948792,0.05000000064027402,0.05000000108074153,0.0500000000000003,47054.89765756694,0.05000000035877246,0.05000000076554056,0.050000001033260126,oryx,2016-01
pakyow,0.05000000109349911,0.05000000083032204,0.050000000812261816,0.05000000104956905,0.0500000007701625,64.73996847709948,0.05000000080138599,2782.509436672382,2222.9251653517126,0.05000000111664945,0.05000000092618524,0.05000000114089391,0.05000000095429586,0.050000000844555526,590.6797039710692,0.05000000000002804,0.05000000066785306,0.050000000404195784,0.050000000906099136,11505.395725509246,pakyow,2016-01
panda3d,0.05000000106345518,350.1906834846218,0.050000000920496314,512.2916964108452,737.070135248653,0.05000000103053262,0.050000001165168055,108.1599215200508,1075.953206843953,0.05000000096973187,0.05000000109067354,11.734927792330101,319.5089434718721,134.76198073964656,1935.0191229513566,0.050000000000037875,0.050000000713360075,0.05000000056898571,0.0500000008199589,616.8093815254224,panda3d,2016-01
pattern,0.050000001210497524,3112.991274155631,0.05000000115952108,14473.923498752041,0.05000000113581901,22.968687150540337,1500.8009867603782,1175.619679194333,0.050000001156280345,21669.55325441333,0.05000000105449263,2762.946870218529,13639.618840216259,0.050000001156297456,14972.923026129436,0.050000000000078704,5993.3176356468275,197.042588347061,0.05000000124067872,4205.893658963956,pattern,2016-01
peity,88.16573724796002,0.05000000097641041,0.050000001141305206,0.05000000116875069,0.05000000109836304,51.59352735560053,0.05000000106576687,0.050000000943831016,66.9278793629643,0.0500000009926012,0.05000000094513418,164.81025635339927,17.486637640025076,0.05000000061515136,0.050000000986777114,0.05000000000000007,0.05000000077036006,177.82208387068397,263.10886729178907,72.48501086614449,peity,2016-01
